GOterm	disease_n	neutral_n	disease_p	neutral_p	golor	subontology	description
GO2000648	152	27	0.1489	0.0101	3.8788	biological_process	'positive regulation of stem cell proliferation'
GO0010464	152	27	0.1489	0.0101	3.8788	biological_process	'regulation of mesenchymal cell proliferation'
GO0002053	152	27	0.1489	0.0101	3.8788	biological_process	'positive regulation of mesenchymal cell proliferation'
GO0005026	28	5	0.0274	0.0019	3.8712	molecular_function	'transforming growth factor beta receptor activity, type II'
GO0090288	39	7	0.0382	0.0026	3.8638	biological_process	'negative regulation of cellular response to growth factor stimulus'
GO0002250	117	21	0.1146	0.0079	3.8638	biological_process	'adaptive immune response'
GO0002822	110	20	0.1077	0.0075	3.8452	biological_process	'regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains'
GO0002819	110	20	0.1077	0.0075	3.8452	biological_process	'regulation of adaptive immune response'
GO0002703	110	20	0.1077	0.0075	3.8452	biological_process	'regulation of leukocyte mediated immunity'
GO0001935	77	14	0.0754	0.0052	3.8452	biological_process	'endothelial cell proliferation'
GO0090100	125	23	0.1224	0.0086	3.8280	biological_process	'positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway'
GO0001568	119	22	0.1166	0.0082	3.8212	biological_process	'blood vessel development'
GO0090092	145	27	0.1420	0.0101	3.8108	biological_process	'regulation of transmembrane receptor protein serine/threonine kinase signaling pathway'
GO0046332	123	23	0.1205	0.0086	3.8047	molecular_function	'SMAD binding'
GO0060033	16	3	0.0157	0.0011	3.8008	biological_process	'anatomical structure regression'
GO0001880	16	3	0.0157	0.0011	3.8008	biological_process	'Mullerian duct regression'
GO0048705	165	31	0.1616	0.0116	3.7979	biological_process	'skeletal system morphogenesis'
GO0048771	90	17	0.0881	0.0064	3.7902	biological_process	'tissue remodeling'
GO0032924	95	18	0.0930	0.0067	3.7857	biological_process	'activin receptor signaling pathway'
GO0002718	110	21	0.1077	0.0079	3.7748	biological_process	'regulation of cytokine production involved in immune response'
GO0002700	110	21	0.1077	0.0079	3.7748	biological_process	'regulation of production of molecular mediator of immune response'
GO1902107	136	26	0.1332	0.0097	3.7728	biological_process	'positive regulation of leukocyte differentiation'
GO0003156	68	13	0.0666	0.0049	3.7728	biological_process	'regulation of organ formation'
GO0001759	68	13	0.0666	0.0049	3.7728	biological_process	'organ induction'
GO0001946	94	18	0.0921	0.0067	3.7704	biological_process	'lymphangiogenesis'
GO0071241	36	7	0.0353	0.0026	3.7483	biological_process	'cellular response to inorganic substance'
GO0046879	113	22	0.1107	0.0082	3.7465	biological_process	'hormone secretion'
GO0009914	113	22	0.1107	0.0082	3.7465	biological_process	'hormone transport'
GO0061298	92	18	0.0901	0.0067	3.7394	biological_process	'retina vasculature development in camera-type eye'
GO2001239	182	36	0.1783	0.0135	3.7236	biological_process	'regulation of extrinsic apoptotic signaling pathway in absence of ligand'
GO2000106	110	22	0.1077	0.0082	3.7077	biological_process	'regulation of leukocyte apoptotic process'
GO1990086	20	4	0.0196	0.0015	3.7077	biological_process	'lens fiber cell apoptotic process'
GO0070723	35	7	0.0343	0.0026	3.7077	biological_process	'response to cholesterol'
GO0070411	15	3	0.0147	0.0011	3.7077	molecular_function	'I-SMAD binding'
GO0070022	35	7	0.0343	0.0026	3.7077	cellular_component	'transforming growth factor beta receptor homodimeric complex'
GO0060443	20	4	0.0196	0.0015	3.7077	biological_process	'mammary gland morphogenesis'
GO0060440	20	4	0.0196	0.0015	3.7077	biological_process	'trachea formation'
GO0060434	20	4	0.0196	0.0015	3.7077	biological_process	'bronchus morphogenesis'
GO0060044	20	4	0.0196	0.0015	3.7077	biological_process	'negative regulation of cardiac muscle cell proliferation'
GO0060017	15	3	0.0147	0.0011	3.7077	biological_process	'parathyroid gland development'
GO0051138	20	4	0.0196	0.0015	3.7077	biological_process	'positive regulation of NK T cell differentiation'
GO0051136	20	4	0.0196	0.0015	3.7077	biological_process	'regulation of NK T cell differentiation'
GO0048663	15	3	0.0147	0.0011	3.7077	biological_process	'neuron fate commitment'
GO0043416	20	4	0.0196	0.0015	3.7077	biological_process	'regulation of skeletal muscle tissue regeneration'
GO0043415	20	4	0.0196	0.0015	3.7077	biological_process	'positive regulation of skeletal muscle tissue regeneration'
GO0036314	35	7	0.0343	0.0026	3.7077	biological_process	'response to sterol'
GO0034714	20	4	0.0196	0.0015	3.7077	molecular_function	'type III transforming growth factor beta receptor binding'
GO0034713	20	4	0.0196	0.0015	3.7077	molecular_function	'type I transforming growth factor beta receptor binding'
GO0032331	15	3	0.0147	0.0011	3.7077	biological_process	'negative regulation of chondrocyte differentiation'
GO0031214	60	12	0.0588	0.0045	3.7077	biological_process	'biomineral tissue development'
GO0030512	35	7	0.0343	0.0026	3.7077	biological_process	'negative regulation of transforming growth factor beta receptor signaling pathway'
GO0007182	20	4	0.0196	0.0015	3.7077	biological_process	'common-partner SMAD protein phosphorylation'
GO0005160	35	7	0.0343	0.0026	3.7077	molecular_function	'transforming growth factor beta receptor binding'
GO0005114	15	3	0.0147	0.0011	3.7077	molecular_function	'type II transforming growth factor beta receptor binding'
GO0002666	20	4	0.0196	0.0015	3.7077	biological_process	'positive regulation of T cell tolerance induction'
GO0002664	20	4	0.0196	0.0015	3.7077	biological_process	'regulation of T cell tolerance induction'
GO0002663	20	4	0.0196	0.0015	3.7077	biological_process	'positive regulation of B cell tolerance induction'
GO0002661	20	4	0.0196	0.0015	3.7077	biological_process	'regulation of B cell tolerance induction'
GO0002651	20	4	0.0196	0.0015	3.7077	biological_process	'positive regulation of tolerance induction to self antigen'
GO0002649	20	4	0.0196	0.0015	3.7077	biological_process	'regulation of tolerance induction to self antigen'
GO0002088	35	7	0.0343	0.0026	3.7077	biological_process	'lens development in camera-type eye'
GO0046620	145	30	0.1420	0.0112	3.6588	biological_process	'regulation of organ growth'
GO0033628	116	24	0.1136	0.0090	3.6588	biological_process	'regulation of cell adhesion mediated by integrin'
GO0005024	149	31	0.1459	0.0116	3.6507	molecular_function	'transforming growth factor beta-activated receptor activity'
GO0004675	149	31	0.1459	0.0116	3.6507	molecular_function	'transmembrane receptor protein serine/threonine kinase activity'
GO0042472	134	28	0.1312	0.0105	3.6445	biological_process	'inner ear morphogenesis'
GO2000241	62	13	0.0607	0.0049	3.6395	biological_process	'regulation of reproductive process'
GO0002062	89	19	0.0872	0.0071	3.6136	biological_process	'chondrocyte differentiation'
GO0048645	28	6	0.0274	0.0022	3.6082	biological_process	'organ formation'
GO0017015	42	9	0.0411	0.0034	3.6082	biological_process	'regulation of transforming growth factor beta receptor signaling pathway'
GO0045446	88	19	0.0862	0.0071	3.5973	biological_process	'endothelial cell differentiation'
GO0060391	23	5	0.0225	0.0019	3.5874	biological_process	'positive regulation of SMAD protein import into nucleus'
GO0060390	23	5	0.0225	0.0019	3.5874	biological_process	'regulation of SMAD protein import into nucleus'
GO0003401	55	12	0.0539	0.0045	3.5822	biological_process	'axis elongation'
GO0005773	141	31	0.1381	0.0116	3.5711	cellular_component	'vacuole'
GO0019955	136	30	0.1332	0.0112	3.5663	molecular_function	'cytokine binding'
GO0035148	113	25	0.1107	0.0094	3.5621	biological_process	'tube formation'
GO0023061	113	25	0.1107	0.0094	3.5621	biological_process	'signal release'
GO0051291	167	37	0.1636	0.0139	3.5600	biological_process	'protein heterooligomerization'
GO0050673	148	33	0.1450	0.0124	3.5508	biological_process	'epithelial cell proliferation'
GO0060740	58	13	0.0568	0.0049	3.5433	biological_process	'prostate gland epithelium morphogenesis'
GO0042476	66	15	0.0646	0.0056	3.5233	biological_process	'odontogenesis'
GO0010817	114	26	0.1117	0.0097	3.5182	biological_process	'regulation of hormone levels'
GO0061135	13	3	0.0127	0.0011	3.5013	molecular_function	'endopeptidase regulator activity'
GO0045059	13	3	0.0127	0.0011	3.5013	biological_process	'positive thymic T cell selection'
GO0043368	13	3	0.0127	0.0011	3.5013	biological_process	'positive T cell selection'
GO0043027	13	3	0.0127	0.0011	3.5013	molecular_function	'cysteine-type endopeptidase inhibitor activity involved in apoptotic process'
GO0030414	13	3	0.0127	0.0011	3.5013	molecular_function	'peptidase inhibitor activity'
GO0004869	13	3	0.0127	0.0011	3.5013	molecular_function	'cysteine-type endopeptidase inhibitor activity'
GO0004866	13	3	0.0127	0.0011	3.5013	molecular_function	'endopeptidase inhibitor activity'
GO0060389	43	10	0.0421	0.0037	3.4901	biological_process	'pathway-restricted SMAD protein phosphorylation'
GO0048286	72	17	0.0705	0.0064	3.4682	biological_process	'lung alveolus development'
GO0014041	134	32	0.1312	0.0120	3.4519	biological_process	'regulation of neuron maturation'
GO0060041	119	29	0.1166	0.0109	3.4226	biological_process	'retina development in camera-type eye'
GO0051425	49	12	0.0480	0.0045	3.4155	molecular_function	'PTB domain binding'
GO0051290	49	12	0.0480	0.0045	3.4155	biological_process	'protein heterotetramerization'
GO0031995	49	12	0.0480	0.0045	3.4155	molecular_function	'insulin-like growth factor II binding'
GO0019087	49	12	0.0480	0.0045	3.4155	biological_process	'transformation of host cell by virus'
GO0005899	49	12	0.0480	0.0045	3.4155	cellular_component	'insulin receptor complex'
GO0005159	49	12	0.0480	0.0045	3.4155	molecular_function	'insulin-like growth factor receptor binding'
GO0005009	49	12	0.0480	0.0045	3.4155	molecular_function	'insulin-activated receptor activity'
GO2001238	116	29	0.1136	0.0109	3.3858	biological_process	'positive regulation of extrinsic apoptotic signaling pathway'
GO0070509	4	1	0.0039	0.0004	3.3858	biological_process	'calcium ion import'
GO0060914	8	2	0.0078	0.0007	3.3858	biological_process	'heart formation'
GO0060897	8	2	0.0078	0.0007	3.3858	biological_process	'neural plate regionalization'
GO0060896	8	2	0.0078	0.0007	3.3858	biological_process	'neural plate pattern specification'
GO0060674	4	1	0.0039	0.0004	3.3858	biological_process	'placenta blood vessel development'
GO0048864	8	2	0.0078	0.0007	3.3858	biological_process	'stem cell development'
GO0048532	8	2	0.0078	0.0007	3.3858	biological_process	'anatomical structure arrangement'
GO0048382	8	2	0.0078	0.0007	3.3858	biological_process	'mesendoderm development'
GO0048368	8	2	0.0078	0.0007	3.3858	biological_process	'lateral mesoderm development'
GO0048352	8	2	0.0078	0.0007	3.3858	biological_process	'paraxial mesoderm structural organization'
GO0048338	8	2	0.0078	0.0007	3.3858	biological_process	'mesoderm structural organization'
GO0042733	8	2	0.0078	0.0007	3.3858	biological_process	'embryonic digit morphogenesis'
GO0035137	8	2	0.0078	0.0007	3.3858	biological_process	'hindlimb morphogenesis'
GO0021998	8	2	0.0078	0.0007	3.3858	biological_process	'neural plate mediolateral regionalization'
GO0021983	8	2	0.0078	0.0007	3.3858	biological_process	'pituitary gland development'
GO0014032	8	2	0.0078	0.0007	3.3858	biological_process	'neural crest cell development'
GO0014031	8	2	0.0078	0.0007	3.3858	biological_process	'mesenchymal cell development'
GO0009950	8	2	0.0078	0.0007	3.3858	biological_process	'dorsal/ventral axis specification'
GO0009798	8	2	0.0078	0.0007	3.3858	biological_process	'axis specification'
GO0007398	8	2	0.0078	0.0007	3.3858	biological_process	'ectoderm development'
GO0003272	8	2	0.0078	0.0007	3.3858	biological_process	'endocardial cushion formation'
GO0007179	135	34	0.1322	0.0127	3.3751	biological_process	'transforming growth factor beta receptor signaling pathway'
GO0060688	162	42	0.1587	0.0157	3.3333	biological_process	'regulation of morphogenesis of a branching structure'
GO0060037	23	6	0.0225	0.0022	3.3244	biological_process	'pharyngeal system development'
GO0045168	68	18	0.0666	0.0067	3.3033	biological_process	'cell-cell signaling involved in cell fate commitment'
GO0031128	68	18	0.0666	0.0067	3.3033	biological_process	'developmental induction'
GO0097202	117	31	0.1146	0.0116	3.3019	biological_process	'activation of cysteine-type endopeptidase activity'
GO0051604	117	31	0.1146	0.0116	3.3019	biological_process	'protein maturation'
GO0031638	117	31	0.1146	0.0116	3.3019	biological_process	'zymogen activation'
GO0016485	117	31	0.1146	0.0116	3.3019	biological_process	'protein processing'
GO0006919	117	31	0.1146	0.0116	3.3019	biological_process	'activation of cysteine-type endopeptidase activity involved in apoptotic process'
GO0060267	49	13	0.0480	0.0049	3.3000	biological_process	'positive regulation of respiratory burst'
GO0060263	49	13	0.0480	0.0049	3.3000	biological_process	'regulation of respiratory burst'
GO0045821	49	13	0.0480	0.0049	3.3000	biological_process	'positive regulation of glycolytic process'
GO0006110	49	13	0.0480	0.0049	3.3000	biological_process	'regulation of glycolytic process'
GO2000278	89	24	0.0872	0.0090	3.2765	biological_process	'regulation of DNA biosynthetic process'
GO0045995	125	34	0.1224	0.0127	3.2641	biological_process	'regulation of embryonic development'
GO0060429	261	71	0.2556	0.0266	3.2639	biological_process	'epithelium development'
GO0097012	11	3	0.0108	0.0011	3.2602	biological_process	'response to granulocyte macrophage colony-stimulating factor'
GO0097011	11	3	0.0108	0.0011	3.2602	biological_process	'cellular response to granulocyte macrophage colony-stimulating factor stimulus'
GO0001501	121	33	0.1185	0.0124	3.2602	biological_process	'skeletal system development'
GO0090101	43	12	0.0421	0.0045	3.2271	biological_process	'negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway'
GO0022612	75	21	0.0735	0.0079	3.2223	biological_process	'gland morphogenesis'
GO0030511	7	2	0.0069	0.0007	3.1931	biological_process	'positive regulation of transforming growth factor beta receptor signaling pathway'
GO0008354	28	8	0.0274	0.0030	3.1931	biological_process	'germ cell migration'
GO0060485	135	39	0.1322	0.0146	3.1772	biological_process	'mesenchyme development'
GO0051251	155	46	0.1518	0.0172	3.1383	biological_process	'positive regulation of lymphocyte activation'
GO0003013	77	23	0.0754	0.0086	3.1290	biological_process	'circulatory system process'
GO2001056	117	35	0.1146	0.0131	3.1269	biological_process	'positive regulation of cysteine-type endopeptidase activity'
GO0043280	117	35	0.1146	0.0131	3.1269	biological_process	'positive regulation of cysteine-type endopeptidase activity involved in apoptotic process'
GO0010952	117	35	0.1146	0.0131	3.1269	biological_process	'positive regulation of peptidase activity'
GO0010950	117	35	0.1146	0.0131	3.1269	biological_process	'positive regulation of endopeptidase activity'
GO0043011	20	6	0.0196	0.0022	3.1227	biological_process	'myeloid dendritic cell differentiation'
GO0001773	20	6	0.0196	0.0022	3.1227	biological_process	'myeloid dendritic cell activation'
GO0072091	173	52	0.1694	0.0195	3.1200	biological_process	'regulation of stem cell proliferation'
GO0051301	139	42	0.1361	0.0157	3.1124	biological_process	'cell division'
GO0001944	132	40	0.1293	0.0150	3.1082	biological_process	'vasculature development'
GO0071560	135	41	0.1322	0.0154	3.1050	biological_process	'cellular response to transforming growth factor beta stimulus'
GO0071559	135	41	0.1322	0.0154	3.1050	biological_process	'response to transforming growth factor beta'
GO0090287	101	31	0.0989	0.0116	3.0898	biological_process	'regulation of cellular response to growth factor stimulus'
