#GO	N_DIS	TOT_DIS	PERC_DIS	N_NEU	TOT_NEU	PERC	NEU	LOG_ODDS	DESCRIPTION
GO:0060548	4	65	6.15	12	389	3.08	1.99	1.00	(BP) negative regulation of cell death
GO:2000113	1	65	1.54	3	389	0.77	1.99	1.00	(BP) negative regulation of cellular macromolecule biosynthetic process
GO:0004871	30	65	46.15	89	389	22.88	2.02	1.01	(MF) signal transducer activity
GO:0060089	30	65	46.15	89	389	22.88	2.02	1.01	(MF) molecular transducer activity
GO:0043085	11	65	16.92	32	389	8.23	2.06	1.04	(BP) positive regulation of catalytic activity
GO:0033674	9	65	13.85	26	389	6.68	2.07	1.05	(BP) positive regulation of kinase activity
GO:0045860	9	65	13.85	26	389	6.68	2.07	1.05	(BP) positive regulation of protein kinase activity
GO:0051347	9	65	13.85	26	389	6.68	2.07	1.05	(BP) positive regulation of transferase activity
GO:0046983	6	65	9.23	17	389	4.37	2.11	1.08	(MF) protein dimerization activity
GO:0048518	29	65	44.62	82	389	21.08	2.12	1.08	(BP) positive regulation of biological process
GO:0051246	13	65	20.00	36	389	9.25	2.16	1.11	(BP) regulation of protein metabolic process
GO:0009892	4	65	6.15	11	389	2.83	2.18	1.12	(BP) negative regulation of metabolic process
GO:0009894	4	65	6.15	11	389	2.83	2.18	1.12	(BP) regulation of catabolic process
GO:0051128	8	65	12.31	22	389	5.66	2.18	1.12	(BP) regulation of cellular component organization
GO:0000075	3	65	4.62	8	389	2.06	2.24	1.17	(BP) cell cycle checkpoint
GO:0071156	3	65	4.62	8	389	2.06	2.24	1.17	(BP) regulation of cell cycle arrest
GO:0032268	13	65	20.00	34	389	8.74	2.29	1.19	(BP) regulation of cellular protein metabolic process
GO:0048522	29	65	44.62	75	389	19.28	2.31	1.21	(BP) positive regulation of cellular process
GO:0032501	11	65	16.92	28	389	7.20	2.35	1.23	(BP) multicellular organismal process
GO:0042221	11	65	16.92	28	389	7.20	2.35	1.23	(BP) response to chemical stimulus
GO:0003008	4	65	6.15	10	389	2.57	2.39	1.26	(BP) system process
GO:0003676	4	65	6.15	10	389	2.57	2.39	1.26	(MF) nucleic acid binding
GO:0005543	2	65	3.08	5	389	1.29	2.39	1.26	(MF) phospholipid binding
GO:0007088	2	65	3.08	5	389	1.29	2.39	1.26	(BP) regulation of mitosis
GO:0007264	6	65	9.23	15	389	3.86	2.39	1.26	(BP) small GTPase mediated signal transduction
GO:0008289	2	65	3.08	5	389	1.29	2.39	1.26	(MF) lipid binding
GO:0009056	2	65	3.08	5	389	1.29	2.39	1.26	(BP) catabolic process
GO:0019216	2	65	3.08	5	389	1.29	2.39	1.26	(BP) regulation of lipid metabolic process
GO:0019217	2	65	3.08	5	389	1.29	2.39	1.26	(BP) regulation of fatty acid metabolic process
GO:0031324	4	65	6.15	10	389	2.57	2.39	1.26	(BP) negative regulation of cellular metabolic process
GO:0032868	2	65	3.08	5	389	1.29	2.39	1.26	(BP) response to insulin stimulus
GO:0032869	2	65	3.08	5	389	1.29	2.39	1.26	(BP) cellular response to insulin stimulus
GO:0042802	12	65	18.46	30	389	7.71	2.39	1.26	(MF) identical protein binding
GO:0043434	2	65	3.08	5	389	1.29	2.39	1.26	(BP) response to peptide hormone stimulus
GO:0050877	2	65	3.08	5	389	1.29	2.39	1.26	(BP) neurological system process
GO:0051783	2	65	3.08	5	389	1.29	2.39	1.26	(BP) regulation of nuclear division
GO:0071375	2	65	3.08	5	389	1.29	2.39	1.26	(BP) cellular response to peptide hormone stimulus
GO:0002376	5	65	7.69	12	389	3.08	2.49	1.32	(BP) immune system process
GO:0007166	23	65	35.38	55	389	14.14	2.50	1.32	(BP) cell surface receptor linked signaling pathway
GO:0032147	5	65	7.69	12	389	3.08	2.49	1.32	(BP) activation of protein kinase activity
GO:0006916	3	65	4.62	7	389	1.80	2.56	1.36	(BP) anti-apoptosis
GO:0009605	3	65	4.62	7	389	1.80	2.56	1.36	(BP) response to external stimulus
GO:0031399	11	65	16.92	25	389	6.43	2.63	1.40	(BP) regulation of protein modification process
GO:0019904	4	65	6.15	9	389	2.31	2.66	1.41	(MF) protein domain specific binding
GO:0010646	14	65	21.54	31	389	7.97	2.70	1.43	(BP) regulation of cell communication
GO:0018105	5	65	7.69	11	389	2.83	2.72	1.44	(BP) peptidyl-serine phosphorylation
GO:0018209	5	65	7.69	11	389	2.83	2.72	1.44	(BP) peptidyl-serine modification
GO:0032502	25	65	38.46	51	389	13.11	2.93	1.55	(BP) developmental process
GO:0000082	2	65	3.08	4	389	1.03	2.99	1.58	(BP) G1/S transition of mitotic cell cycle
GO:0000186	2	65	3.08	4	389	1.03	2.99	1.58	(BP) activation of MAPKK activity
GO:0000267	4	65	6.15	8	389	2.06	2.99	1.58	(CC) cell fraction
GO:0001558	4	65	6.15	8	389	2.06	2.99	1.58	(BP) regulation of cell growth
GO:0003677	3	65	4.62	6	389	1.54	2.99	1.58	(MF) DNA binding
GO:0003779	2	65	3.08	4	389	1.03	2.99	1.58	(MF) actin binding
GO:0004687	1	65	1.54	2	389	0.51	2.99	1.58	(MF) myosin light chain kinase activity
GO:0004930	1	65	1.54	2	389	0.51	2.99	1.58	(MF) G-protein coupled receptor activity
GO:0005021	2	65	3.08	4	389	1.03	2.99	1.58	(MF) vascular endothelial growth factor receptor activity
GO:0005131	1	65	1.54	2	389	0.51	2.99	1.58	(MF) growth hormone receptor binding
GO:0005178	1	65	1.54	2	389	0.51	2.99	1.58	(MF) integrin binding
GO:0005198	1	65	1.54	2	389	0.51	2.99	1.58	(MF) structural molecule activity
GO:0005911	1	65	1.54	2	389	0.51	2.99	1.58	(CC) cell-cell junction
GO:0005938	1	65	1.54	2	389	0.51	2.99	1.58	(CC) cell cortex
GO:0006066	2	65	3.08	4	389	1.03	2.99	1.58	(BP) alcohol metabolic process
GO:0006401	1	65	1.54	2	389	0.51	2.99	1.58	(BP) RNA catabolic process
GO:0006928	3	65	4.62	6	389	1.54	2.99	1.58	(BP) cellular component movement
GO:0007051	1	65	1.54	2	389	0.51	2.99	1.58	(BP) spindle organization
GO:0007094	1	65	1.54	2	389	0.51	2.99	1.58	(BP) mitotic cell cycle spindle assembly checkpoint
GO:0007167	18	65	27.69	36	389	9.25	2.99	1.58	(BP) enzyme linked receptor protein signaling pathway
GO:0007498	2	65	3.08	4	389	1.03	2.99	1.58	(BP) mesoderm development
GO:0007600	2	65	3.08	4	389	1.03	2.99	1.58	(BP) sensory perception
GO:0007601	2	65	3.08	4	389	1.03	2.99	1.58	(BP) visual perception
GO:0008633	1	65	1.54	2	389	0.51	2.99	1.58	(BP) activation of pro-apoptotic gene products
GO:0009057	2	65	3.08	4	389	1.03	2.99	1.58	(BP) macromolecule catabolic process
GO:0009968	1	65	1.54	2	389	0.51	2.99	1.58	(BP) negative regulation of signal transduction
GO:0009991	1	65	1.54	2	389	0.51	2.99	1.58	(BP) response to extracellular stimulus
GO:0010639	1	65	1.54	2	389	0.51	2.99	1.58	(BP) negative regulation of organelle organization
GO:0010827	2	65	3.08	4	389	1.03	2.99	1.58	(BP) regulation of glucose transport
GO:0010948	1	65	1.54	2	389	0.51	2.99	1.58	(BP) negative regulation of cell cycle process
GO:0010975	1	65	1.54	2	389	0.51	2.99	1.58	(BP) regulation of neuron projection development
GO:0015629	1	65	1.54	2	389	0.51	2.99	1.58	(CC) actin cytoskeleton
GO:0016361	1	65	1.54	2	389	0.51	2.99	1.58	(MF) activin receptor activity, type I
GO:0018107	2	65	3.08	4	389	1.03	2.99	1.58	(BP) peptidyl-threonine phosphorylation
GO:0018210	2	65	3.08	4	389	1.03	2.99	1.58	(BP) peptidyl-threonine modification
GO:0022607	5	65	7.69	10	389	2.57	2.99	1.58	(BP) cellular component assembly
GO:0023057	1	65	1.54	2	389	0.51	2.99	1.58	(BP) negative regulation of signaling process
GO:0030071	1	65	1.54	2	389	0.51	2.99	1.58	(BP) regulation of mitotic metaphase/anaphase transition
GO:0031072	1	65	1.54	2	389	0.51	2.99	1.58	(MF) heat shock protein binding
GO:0031344	1	65	1.54	2	389	0.51	2.99	1.58	(BP) regulation of cell projection organization
GO:0031572	1	65	1.54	2	389	0.51	2.99	1.58	(BP) G2/M transition DNA damage checkpoint
GO:0031576	1	65	1.54	2	389	0.51	2.99	1.58	(BP) G2/M transition checkpoint
GO:0031577	1	65	1.54	2	389	0.51	2.99	1.58	(BP) spindle checkpoint
GO:0031667	1	65	1.54	2	389	0.51	2.99	1.58	(BP) response to nutrient levels
GO:0031965	1	65	1.54	2	389	0.51	2.99	1.58	(CC) nuclear membrane
GO:0032927	1	65	1.54	2	389	0.51	2.99	1.58	(BP) positive regulation of activin receptor signaling pathway
GO:0032970	1	65	1.54	2	389	0.51	2.99	1.58	(BP) regulation of actin filament-based process
GO:0042169	2	65	3.08	4	389	1.03	2.99	1.58	(MF) SH2 domain binding
GO:0042393	1	65	1.54	2	389	0.51	2.99	1.58	(MF) histone binding
GO:0042592	1	65	1.54	2	389	0.51	2.99	1.58	(BP) homeostatic process
GO:0043933	5	65	7.69	10	389	2.57	2.99	1.58	(BP) macromolecular complex subunit organization
GO:0044248	2	65	3.08	4	389	1.03	2.99	1.58	(BP) cellular catabolic process
GO:0044262	2	65	3.08	4	389	1.03	2.99	1.58	(BP) cellular carbohydrate metabolic process
GO:0044281	2	65	3.08	4	389	1.03	2.99	1.58	(BP) small molecule metabolic process
GO:0044459	26	65	40.00	52	389	13.37	2.99	1.58	(CC) plasma membrane part
GO:0045598	1	65	1.54	2	389	0.51	2.99	1.58	(BP) regulation of fat cell differentiation
GO:0045664	1	65	1.54	2	389	0.51	2.99	1.58	(BP) regulation of neuron differentiation
GO:0045765	1	65	1.54	2	389	0.51	2.99	1.58	(BP) regulation of angiogenesis
GO:0045833	1	65	1.54	2	389	0.51	2.99	1.58	(BP) negative regulation of lipid metabolic process
GO:0045834	1	65	1.54	2	389	0.51	2.99	1.58	(BP) positive regulation of lipid metabolic process
GO:0045839	1	65	1.54	2	389	0.51	2.99	1.58	(BP) negative regulation of mitosis
GO:0045841	1	65	1.54	2	389	0.51	2.99	1.58	(BP) negative regulation of mitotic metaphase/anaphase transition
GO:0046320	2	65	3.08	4	389	1.03	2.99	1.58	(BP) regulation of fatty acid oxidation
GO:0046649	1	65	1.54	2	389	0.51	2.99	1.58	(BP) lymphocyte activation
GO:0046890	1	65	1.54	2	389	0.51	2.99	1.58	(BP) regulation of lipid biosynthetic process
GO:0046982	2	65	3.08	4	389	1.03	2.99	1.58	(MF) protein heterodimerization activity
GO:0048145	1	65	1.54	2	389	0.51	2.99	1.58	(BP) regulation of fibroblast proliferation
GO:0048146	1	65	1.54	2	389	0.51	2.99	1.58	(BP) positive regulation of fibroblast proliferation
GO:0048878	1	65	1.54	2	389	0.51	2.99	1.58	(BP) chemical homeostasis
GO:0050767	1	65	1.54	2	389	0.51	2.99	1.58	(BP) regulation of neurogenesis
GO:0050953	2	65	3.08	4	389	1.03	2.99	1.58	(BP) sensory perception of light stimulus
GO:0051129	2	65	3.08	4	389	1.03	2.99	1.58	(BP) negative regulation of cellular component organization
GO:0051247	7	65	10.77	14	389	3.60	2.99	1.58	(BP) positive regulation of protein metabolic process
GO:0051336	2	65	3.08	4	389	1.03	2.99	1.58	(BP) regulation of hydrolase activity
GO:0051353	1	65	1.54	2	389	0.51	2.99	1.58	(BP) positive regulation of oxidoreductase activity
GO:0051784	1	65	1.54	2	389	0.51	2.99	1.58	(BP) negative regulation of nuclear division
GO:0060284	1	65	1.54	2	389	0.51	2.99	1.58	(BP) regulation of cell development
GO:0065003	5	65	7.69	10	389	2.57	2.99	1.58	(BP) macromolecular complex assembly
GO:0071173	1	65	1.54	2	389	0.51	2.99	1.58	(BP) spindle assembly checkpoint
GO:0071174	1	65	1.54	2	389	0.51	2.99	1.58	(BP) mitotic cell cycle spindle checkpoint
GO:0005887	19	65	29.23	37	389	9.51	3.07	1.62	(CC) integral to plasma membrane
GO:0031226	19	65	29.23	37	389	9.51	3.07	1.62	(CC) intrinsic to plasma membrane
GO:0044425	37	65	56.92	72	389	18.51	3.08	1.62	(CC) membrane part
GO:0005102	7	65	10.77	13	389	3.34	3.22	1.69	(MF) receptor binding
GO:0009967	7	65	10.77	13	389	3.34	3.22	1.69	(BP) positive regulation of signal transduction
GO:0023056	7	65	10.77	13	389	3.34	3.22	1.69	(BP) positive regulation of signaling process
GO:0032270	7	65	10.77	13	389	3.34	3.22	1.69	(BP) positive regulation of cellular protein metabolic process
GO:0010740	6	65	9.23	11	389	2.83	3.26	1.71	(BP) positive regulation of intracellular protein kinase cascade
GO:0051049	6	65	9.23	11	389	2.83	3.26	1.71	(BP) regulation of transport
GO:0006461	5	65	7.69	9	389	2.31	3.32	1.73	(BP) protein complex assembly
GO:0071822	5	65	7.69	9	389	2.31	3.32	1.73	(BP) protein complex subunit organization
GO:0008285	4	65	6.15	7	389	1.80	3.42	1.77	(BP) negative regulation of cell proliferation
GO:0009893	14	65	21.54	24	389	6.17	3.49	1.80	(BP) positive regulation of metabolic process
GO:0016021	29	65	44.62	50	389	12.85	3.47	1.80	(CC) integral to membrane
GO:0031224	29	65	44.62	50	389	12.85	3.47	1.80	(CC) intrinsic to membrane
GO:0010604	13	65	20.00	22	389	5.66	3.54	1.82	(BP) positive regulation of macromolecule metabolic process
GO:0004714	19	65	29.23	32	389	8.23	3.55	1.83	(MF) transmembrane receptor protein tyrosine kinase activity
GO:0004708	3	65	4.62	5	389	1.29	3.59	1.84	(MF) MAP kinase kinase activity
GO:0004712	3	65	4.62	5	389	1.29	3.59	1.84	(MF) protein serine/threonine/tyrosine kinase activity
GO:0005624	3	65	4.62	5	389	1.29	3.59	1.84	(CC) membrane fraction
GO:0005626	3	65	4.62	5	389	1.29	3.59	1.84	(CC) insoluble fraction
GO:0044087	3	65	4.62	5	389	1.29	3.59	1.84	(BP) regulation of cellular component biogenesis
GO:0048731	3	65	4.62	5	389	1.29	3.59	1.84	(BP) system development
GO:0051248	3	65	4.62	5	389	1.29	3.59	1.84	(BP) negative regulation of protein metabolic process
GO:0040008	5	65	7.69	8	389	2.06	3.74	1.90	(BP) regulation of growth
GO:0001775	2	65	3.08	3	389	0.77	3.99	2.00	(BP) cell activation
GO:0003006	2	65	3.08	3	389	0.77	3.99	2.00	(BP) developmental process involved in reproduction
GO:0004383	2	65	3.08	3	389	0.77	3.99	2.00	(MF) guanylate cyclase activity
GO:0005996	2	65	3.08	3	389	0.77	3.99	2.00	(BP) monosaccharide metabolic process
GO:0006006	2	65	3.08	3	389	0.77	3.99	2.00	(BP) glucose metabolic process
GO:0006109	2	65	3.08	3	389	0.77	3.99	2.00	(BP) regulation of carbohydrate metabolic process
GO:0006275	2	65	3.08	3	389	0.77	3.99	2.00	(BP) regulation of DNA replication
GO:0007168	2	65	3.08	3	389	0.77	3.99	2.00	(BP) receptor guanylyl cyclase signaling pathway
GO:0009411	2	65	3.08	3	389	0.77	3.99	2.00	(BP) response to UV
GO:0009975	2	65	3.08	3	389	0.77	3.99	2.00	(MF) cyclase activity
GO:0010647	12	65	18.46	18	389	4.63	3.99	2.00	(BP) positive regulation of cell communication
GO:0010675	2	65	3.08	3	389	0.77	3.99	2.00	(BP) regulation of cellular carbohydrate metabolic process
GO:0010906	2	65	3.08	3	389	0.77	3.99	2.00	(BP) regulation of glucose metabolic process
GO:0016477	2	65	3.08	3	389	0.77	3.99	2.00	(BP) cell migration
GO:0016829	2	65	3.08	3	389	0.77	3.99	2.00	(MF) lyase activity
GO:0016849	2	65	3.08	3	389	0.77	3.99	2.00	(MF) phosphorus-oxygen lyase activity
GO:0019001	4	65	6.15	6	389	1.54	3.99	2.00	(MF) guanyl nucleotide binding
GO:0019318	2	65	3.08	3	389	0.77	3.99	2.00	(BP) hexose metabolic process
GO:0030308	2	65	3.08	3	389	0.77	3.99	2.00	(BP) negative regulation of cell growth
GO:0031325	14	65	21.54	21	389	5.40	3.99	2.00	(BP) positive regulation of cellular metabolic process
GO:0031400	2	65	3.08	3	389	0.77	3.99	2.00	(BP) negative regulation of protein modification process
GO:0032561	4	65	6.15	6	389	1.54	3.99	2.00	(MF) guanyl ribonucleotide binding
GO:0035091	2	65	3.08	3	389	0.77	3.99	2.00	(MF) phosphoinositide binding
GO:0035468	12	65	18.46	18	389	4.63	3.99	2.00	(BP) positive regulation of signaling pathway
GO:0044265	2	65	3.08	3	389	0.77	3.99	2.00	(BP) cellular macromolecule catabolic process
GO:0045926	2	65	3.08	3	389	0.77	3.99	2.00	(BP) negative regulation of growth
GO:0046324	2	65	3.08	3	389	0.77	3.99	2.00	(BP) regulation of glucose import
GO:0048513	4	65	6.15	6	389	1.54	3.99	2.00	(BP) organ development
GO:0048870	2	65	3.08	3	389	0.77	3.99	2.00	(BP) cell motility
GO:0050730	2	65	3.08	3	389	0.77	3.99	2.00	(BP) regulation of peptidyl-tyrosine phosphorylation
GO:0065008	6	65	9.23	9	389	2.31	3.99	2.00	(BP) regulation of biological quality
GO:0004872	27	65	41.54	39	389	10.03	4.14	2.05	(MF) receptor activity
GO:0010557	7	65	10.77	10	389	2.57	4.19	2.07	(BP) positive regulation of macromolecule biosynthetic process
GO:0045595	7	65	10.77	10	389	2.57	4.19	2.07	(BP) regulation of cell differentiation
GO:0007155	5	65	7.69	7	389	1.80	4.27	2.10	(BP) cell adhesion
GO:0022610	5	65	7.69	7	389	1.80	4.27	2.10	(BP) biological adhesion
GO:0009891	8	65	12.31	11	389	2.83	4.35	2.12	(BP) positive regulation of biosynthetic process
GO:0019199	25	65	38.46	34	389	8.74	4.40	2.14	(MF) transmembrane receptor protein kinase activity
GO:0004888	26	65	40.00	35	389	9.00	4.45	2.15	(MF) transmembrane receptor activity
GO:0005975	3	65	4.62	4	389	1.03	4.49	2.17	(BP) carbohydrate metabolic process
GO:0006955	3	65	4.62	4	389	1.03	4.49	2.17	(BP) immune response
GO:0007050	3	65	4.62	4	389	1.03	4.49	2.17	(BP) cell cycle arrest
GO:0007154	3	65	4.62	4	389	1.03	4.49	2.17	(BP) cell communication
GO:0007186	3	65	4.62	4	389	1.03	4.49	2.17	(BP) G-protein coupled receptor protein signaling pathway
GO:0009888	3	65	4.62	4	389	1.03	4.49	2.17	(BP) tissue development
GO:0032269	3	65	4.62	4	389	1.03	4.49	2.17	(BP) negative regulation of cellular protein metabolic process
GO:0040011	3	65	4.62	4	389	1.03	4.49	2.17	(BP) locomotion
GO:0044057	3	65	4.62	4	389	1.03	4.49	2.17	(BP) regulation of system process
GO:0044429	3	65	4.62	4	389	1.03	4.49	2.17	(CC) mitochondrial part
GO:0050793	10	65	15.38	13	389	3.34	4.60	2.20	(BP) regulation of developmental process
GO:0051239	11	65	16.92	14	389	3.60	4.70	2.23	(BP) regulation of multicellular organismal process
GO:0005576	4	65	6.15	5	389	1.29	4.79	2.26	(CC) extracellular region
GO:0010628	4	65	6.15	5	389	1.29	4.79	2.26	(BP) positive regulation of gene expression
GO:0031328	8	65	12.31	10	389	2.57	4.79	2.26	(BP) positive regulation of cellular biosynthetic process
GO:0032879	12	65	18.46	15	389	3.86	4.79	2.26	(BP) regulation of localization
GO:0048856	12	65	18.46	15	389	3.86	4.79	2.26	(BP) anatomical structure development
GO:0042127	17	65	26.15	19	389	4.88	5.35	2.42	(BP) regulation of cell proliferation
GO:0000228	1	65	1.54	1	389	0.26	5.98	2.58	(CC) nuclear chromosome
GO:0000271	2	65	3.08	2	389	0.51	5.98	2.58	(BP) polysaccharide biosynthetic process
GO:0000793	1	65	1.54	1	389	0.26	5.98	2.58	(CC) condensed chromosome
GO:0000794	1	65	1.54	1	389	0.26	5.98	2.58	(CC) condensed nuclear chromosome
GO:0000940	1	65	1.54	1	389	0.26	5.98	2.58	(CC) condensed chromosome outer kinetochore
GO:0000956	1	65	1.54	1	389	0.26	5.98	2.58	(BP) nuclear-transcribed mRNA catabolic process
GO:0001653	1	65	1.54	1	389	0.26	5.98	2.58	(MF) peptide receptor activity
GO:0001954	1	65	1.54	1	389	0.26	5.98	2.58	(BP) positive regulation of cell-matrix adhesion
GO:0002643	1	65	1.54	1	389	0.26	5.98	2.58	(BP) regulation of tolerance induction
GO:0002645	1	65	1.54	1	389	0.26	5.98	2.58	(BP) positive regulation of tolerance induction
GO:0002694	1	65	1.54	1	389	0.26	5.98	2.58	(BP) regulation of leukocyte activation
GO:0002696	1	65	1.54	1	389	0.26	5.98	2.58	(BP) positive regulation of leukocyte activation
GO:0002790	1	65	1.54	1	389	0.26	5.98	2.58	(BP) peptide secretion
GO:0003012	2	65	3.08	2	389	0.51	5.98	2.58	(BP) muscle system process
GO:0004677	1	65	1.54	1	389	0.26	5.98	2.58	(MF) DNA-dependent protein kinase activity
GO:0004689	1	65	1.54	1	389	0.26	5.98	2.58	(MF) phosphorylase kinase activity
GO:0005005	1	65	1.54	1	389	0.26	5.98	2.58	(MF) transmembrane-ephrin receptor activity
GO:0005025	2	65	3.08	2	389	0.51	5.98	2.58	(MF) transforming growth factor beta receptor activity, type I
GO:0005030	1	65	1.54	1	389	0.26	5.98	2.58	(MF) neurotrophin receptor activity
GO:0005096	1	65	1.54	1	389	0.26	5.98	2.58	(MF) GTPase activator activity
GO:0005126	3	65	4.62	3	389	0.77	5.98	2.58	(MF) cytokine receptor binding
GO:0005215	1	65	1.54	1	389	0.26	5.98	2.58	(MF) transporter activity
GO:0005216	1	65	1.54	1	389	0.26	5.98	2.58	(MF) ion channel activity
GO:0005261	1	65	1.54	1	389	0.26	5.98	2.58	(MF) cation channel activity
GO:0005262	1	65	1.54	1	389	0.26	5.98	2.58	(MF) calcium channel activity
GO:0005509	2	65	3.08	2	389	0.51	5.98	2.58	(MF) calcium ion binding
GO:0005525	4	65	6.15	4	389	1.03	5.98	2.58	(MF) GTP binding
GO:0005615	2	65	3.08	2	389	0.51	5.98	2.58	(CC) extracellular space
GO:0005640	1	65	1.54	1	389	0.26	5.98	2.58	(CC) nuclear outer membrane
GO:0005694	1	65	1.54	1	389	0.26	5.98	2.58	(CC) chromosome
GO:0005741	2	65	3.08	2	389	0.51	5.98	2.58	(CC) mitochondrial outer membrane
GO:0005901	2	65	3.08	2	389	0.51	5.98	2.58	(CC) caveola
GO:0005976	2	65	3.08	2	389	0.51	5.98	2.58	(BP) polysaccharide metabolic process
GO:0005979	2	65	3.08	2	389	0.51	5.98	2.58	(BP) regulation of glycogen biosynthetic process
GO:0006310	1	65	1.54	1	389	0.26	5.98	2.58	(BP) DNA recombination
GO:0006402	1	65	1.54	1	389	0.26	5.98	2.58	(BP) mRNA catabolic process
GO:0006919	1	65	1.54	1	389	0.26	5.98	2.58	(BP) activation of caspase activity
GO:0006936	2	65	3.08	2	389	0.51	5.98	2.58	(BP) muscle contraction
GO:0006937	1	65	1.54	1	389	0.26	5.98	2.58	(BP) regulation of muscle contraction
GO:0006975	1	65	1.54	1	389	0.26	5.98	2.58	(BP) DNA damage induced protein phosphorylation
GO:0006984	1	65	1.54	1	389	0.26	5.98	2.58	(BP) ER-nucleus signaling pathway
GO:0007093	2	65	3.08	2	389	0.51	5.98	2.58	(BP) mitotic cell cycle checkpoint
GO:0007131	1	65	1.54	1	389	0.26	5.98	2.58	(BP) reciprocal meiotic recombination
GO:0007162	1	65	1.54	1	389	0.26	5.98	2.58	(BP) negative regulation of cell adhesion
GO:0007190	1	65	1.54	1	389	0.26	5.98	2.58	(BP) activation of adenylate cyclase activity
GO:0007417	1	65	1.54	1	389	0.26	5.98	2.58	(BP) central nervous system development
GO:0008104	2	65	3.08	2	389	0.51	5.98	2.58	(BP) protein localization
GO:0008284	12	65	18.46	12	389	3.08	5.98	2.58	(BP) positive regulation of cell proliferation
GO:0008286	2	65	3.08	2	389	0.51	5.98	2.58	(BP) insulin receptor signaling pathway
GO:0008307	1	65	1.54	1	389	0.26	5.98	2.58	(MF) structural constituent of muscle
GO:0008324	1	65	1.54	1	389	0.26	5.98	2.58	(MF) cation transmembrane transporter activity
GO:0008406	1	65	1.54	1	389	0.26	5.98	2.58	(BP) gonad development
GO:0008528	1	65	1.54	1	389	0.26	5.98	2.58	(MF) peptide receptor activity, G-protein coupled
GO:0008584	1	65	1.54	1	389	0.26	5.98	2.58	(BP) male gonad development
GO:0009267	1	65	1.54	1	389	0.26	5.98	2.58	(BP) cellular response to starvation
GO:0009314	4	65	6.15	4	389	1.03	5.98	2.58	(BP) response to radiation
GO:0009416	3	65	4.62	3	389	0.77	5.98	2.58	(BP) response to light stimulus
GO:0009628	4	65	6.15	4	389	1.03	5.98	2.58	(BP) response to abiotic stimulus
GO:0009895	2	65	3.08	2	389	0.51	5.98	2.58	(BP) negative regulation of catabolic process
GO:0009914	1	65	1.54	1	389	0.26	5.98	2.58	(BP) hormone transport
GO:0010149	3	65	4.62	3	389	0.77	5.98	2.58	(BP) senescence
GO:0010212	1	65	1.54	1	389	0.26	5.98	2.58	(BP) response to ionizing radiation
GO:0010332	1	65	1.54	1	389	0.26	5.98	2.58	(BP) response to gamma radiation
GO:0010638	2	65	3.08	2	389	0.51	5.98	2.58	(BP) positive regulation of organelle organization
GO:0010676	2	65	3.08	2	389	0.51	5.98	2.58	(BP) positive regulation of cellular carbohydrate metabolic process
GO:0010746	1	65	1.54	1	389	0.26	5.98	2.58	(BP) regulation of plasma membrane long-chain fatty acid transport
GO:0010748	1	65	1.54	1	389	0.26	5.98	2.58	(BP) negative regulation of plasma membrane long-chain fatty acid transport
GO:0010811	1	65	1.54	1	389	0.26	5.98	2.58	(BP) positive regulation of cell-substrate adhesion
GO:0010817	1	65	1.54	1	389	0.26	5.98	2.58	(BP) regulation of hormone levels
GO:0010828	2	65	3.08	2	389	0.51	5.98	2.58	(BP) positive regulation of glucose transport
GO:0010907	2	65	3.08	2	389	0.51	5.98	2.58	(BP) positive regulation of glucose metabolic process
GO:0010952	1	65	1.54	1	389	0.26	5.98	2.58	(BP) positive regulation of peptidase activity
GO:0010962	2	65	3.08	2	389	0.51	5.98	2.58	(BP) regulation of glucan biosynthetic process
GO:0012505	2	65	3.08	2	389	0.51	5.98	2.58	(CC) endomembrane system
GO:0015075	1	65	1.54	1	389	0.26	5.98	2.58	(MF) ion transmembrane transporter activity
GO:0015267	1	65	1.54	1	389	0.26	5.98	2.58	(MF) channel activity
GO:0015833	1	65	1.54	1	389	0.26	5.98	2.58	(BP) peptide transport
GO:0016051	2	65	3.08	2	389	0.51	5.98	2.58	(BP) carbohydrate biosynthetic process
GO:0016605	1	65	1.54	1	389	0.26	5.98	2.58	(CC) PML body
GO:0016941	1	65	1.54	1	389	0.26	5.98	2.58	(MF) natriuretic peptide receptor activity
GO:0017002	2	65	3.08	2	389	0.51	5.98	2.58	(MF) activin receptor activity
GO:0017147	1	65	1.54	1	389	0.26	5.98	2.58	(MF) Wnt-protein binding
GO:0017148	1	65	1.54	1	389	0.26	5.98	2.58	(BP) negative regulation of translation
GO:0019048	1	65	1.54	1	389	0.26	5.98	2.58	(BP) virus-host interaction
GO:0019867	3	65	4.62	3	389	0.77	5.98	2.58	(CC) outer membrane
GO:0019902	2	65	3.08	2	389	0.51	5.98	2.58	(MF) phosphatase binding
GO:0022415	1	65	1.54	1	389	0.26	5.98	2.58	(BP) viral reproductive process
GO:0022803	1	65	1.54	1	389	0.26	5.98	2.58	(MF) passive transmembrane transporter activity
GO:0022838	1	65	1.54	1	389	0.26	5.98	2.58	(MF) substrate-specific channel activity
GO:0022857	1	65	1.54	1	389	0.26	5.98	2.58	(MF) transmembrane transporter activity
GO:0022891	1	65	1.54	1	389	0.26	5.98	2.58	(MF) substrate-specific transmembrane transporter activity
GO:0022892	1	65	1.54	1	389	0.26	5.98	2.58	(MF) substrate-specific transporter activity
GO:0023061	1	65	1.54	1	389	0.26	5.98	2.58	(BP) signal release
